p:min_p,p:reasoning_effort,p:repeat_penalty,p:temperature,p:top_k,p:top_p,objective,job_id,job_status,m:timestamp_submit,m:task_id,m:timestamp_gather,sol.p:min_p,sol.p:reasoning_effort,sol.p:repeat_penalty,sol.p:temperature,sol.p:top_k,sol.p:top_p,sol.objective,sol.objective_std_al,sol.objective_std_ep
0.9057872461350625,high,1.131643574416717,3.4165428389260533,48,0.6155253774781284,0.7,0,DONE,0.3306145668029785,102 435 348 270 106 71 188 20 102 121,199.4440040588379,0.16362429424676203,high,0.0381701414042992,2.0126714909855683,58,0.5662104024585763,0.7000000000000013,0.0,0.0
0.4250895958623098,medium,1.1432561719257768,2.2509551438360598,95,0.8700296921394942,0.5,1,DONE,199.81825852394104,324 320 255 305 277 58 16 307 145 187,349.33116698265076,0.9169794216407372,high,0.6695203670562363,2.2648541206082675,53,0.946402716553705,0.5970000000000006,0.07416198487095667,0.06701492371105874
0.47161949931872627,medium,1.0789541348362077,1.5434852094356313,89,0.940557148552109,0.8,2,DONE,349.6670415401459,276 419 241 173 59 387 96 84 387 239,438.5749022960663,0.2542826380429805,low,0.7074707161260972,1.3841036356477219,58,0.39803648749755516,0.6616666666666667,0.10241527663824823,0.07488880646220022
0.30968718084916874,medium,1.1187731538831702,1.7001501925155262,93,0.7302767863980326,1.0,3,DONE,438.91602993011475,459 414 131 380 32 95 445 213 163 68,578.7352919578552,0.3262017543303938,high,0.754893923107375,0.3452223985495407,66,0.3683049240328539,0.7482499999999999,0.16418358626854274,0.08741102619235248
0.283094831071825,medium,1.121316847624897,2.9368490434892287,88,0.9047581173732646,0.7,4,DONE,579.0832078456879,189 325 40 372 442 403 146 203 349 316,701.8048279285431,0.9869399439595585,medium,1.4292228389438006,1.7234297403628571,62,0.26057964508501436,0.7482000000000001,0.15533190271158082,0.06548862496647967
0.3958553815276485,medium,1.1270439272160915,4.333131949502991,98,0.8242063257028375,0.7,5,DONE,702.1472461223602,135 390 327 264 72 179 336 23 59 208,816.8465011119843,0.29297514850051687,high,0.897673993234823,0.8448588855416479,85,0.36283408568578696,0.7410000000000003,0.1447603383373897,0.05624450590452218
0.4264870949313742,medium,1.0734251385540907,1.042294453298688,100,0.7971349113917938,0.6,6,DONE,817.1818706989288,0 51 337 452 347 432 320 454 454 290,955.9785761833191,0.778085009593902,high,0.8282581178870732,1.1729909528871791,93,0.7488274683174718,0.7242500000000004,0.14308092591447752,0.05486368776060748
0.3962544994390811,medium,1.1065719871245727,2.07465586334287,94,0.8635359573639673,0.7,7,DONE,956.3276152610779,426 173 424 182 244 370 396 453 389 126,1099.6864211559296,0.22833040151188733,low,1.9475723710399826,1.6669939815756265,90,0.8643120160511074,0.7260583333333335,0.1357868785593397,0.05594986036622236
0.2525489419909557,medium,1.1068354785353212,2.867680899239716,95,0.8537169245399642,0.7,8,DONE,1100.026789188385,176 480 395 109 289 478 132 70 229 70,1258.638572216034,0.395774953641296,low,0.5591787367665008,4.29199428831695,76,0.943172323757498,0.7167777777777782,0.11337368562674763,0.0462892142731331
0.5705322894956946,medium,1.149117351962875,0.48583235496316945,95,0.9047839828376245,0.7,9,DONE,1258.9910078048706,57 485 224 457 197 16 405 222 436 361,1425.3349928855896,0.6283835965544593,high,0.15742169849377777,3.80541909381383,32,0.8642486590830913,0.7147642857142857,0.10536744636193131,0.048662618588047914
0.26070416417672776,medium,1.1452637643170802,3.782540694636346,97,0.7936975871512804,0.5,10,DONE,1425.6908993721008,156 267 13 151 86 412 416 453 234 395,1555.4448804855347,0.3504827862051247,medium,0.6174513707326635,1.4431630445167096,32,0.878741254449196,0.7228727272727272,0.12010127091222832,0.05421229831712519
