p:min_p,p:reasoning_effort,p:repeat_penalty,p:temperature,p:top_k,p:top_p,objective,job_id,job_status,m:timestamp_submit,m:task_id,m:timestamp_gather,sol.p:min_p,sol.p:reasoning_effort,sol.p:repeat_penalty,sol.p:temperature,sol.p:top_k,sol.p:top_p,sol.objective,sol.objective_std_al,sol.objective_std_ep
0.33314742292172284,high,1.415707989879871,0.2514926308872255,51,0.5239533880777325,0.0,0,DONE,0.18825101852416992,102 435 348 270 106 71 188 20 102 121,379.1762430667877,0.7731664098293033,high,0.5533629640602212,1.1668301163024144,56,0.6156847215069873,0.0,0.0,0.0
0.7266479130580319,medium,1.0060030618725817,2.326219554221208,62,0.839313693744338,0.7,1,DONE,379.3898491859436,324 320 255 305 277 58 16 307 145 187,499.72100615501404,0.6896343114191327,medium,1.948457341082227,1.2148786629470627,3,0.3639502093597502,0.34300000000000014,0.2213594362117865,0.2710184495564829
0.4145524264967764,medium,1.7964076028768805,4.003320518368026,24,0.11804130223062047,0.0,2,DONE,499.889173746109,276 419 241 173 59 387 96 84 387 239,615.8361449241638,0.5067117710843702,low,0.8212933077169606,0.28491093304020004,58,0.2045357440273562,0.2589999999999998,0.2701028610651054,0.20313405535371098
0.24808315707803244,low,1.8932603725425075,0.9482106698487716,11,0.26635346846198393,0.0,3,DONE,616.0058557987213,459 414 131 380 32 95 445 213 163 68,692.8286275863647,0.20088072893539535,medium,0.04482300506579518,4.9319114308053695,29,0.8972401617055604,0.19775000000000018,0.27279800219209804,0.15780110107347115
0.5745474669238938,low,0.20418391132942434,2.2394724135802173,3,0.6722217771409512,0.0,4,DONE,693.0100302696228,189 325 40 372 442 403 146 203 349 316,1736.636608839035,0.681530822214145,medium,0.267750330231384,4.428475896220651,65,0.9149643290484885,0.14700000000000005,0.2496557630017782,0.13770620901034192
0.1058813822193291,low,0.0838987503326756,3.4535975995922676,20,0.42430653690128656,0.0,5,DONE,1736.811815738678,135 390 327 264 72 179 336 23 59 208,2809.684117794037,0.955259487983695,high,0.9386613349943114,0.20063210744427298,1,0.9681702280485827,0.11899999999999995,0.23909551787239064,0.10941815815180458
0.8092767442328009,low,1.1599980232793825,1.6579713109248029,85,0.1815412219196596,0.5,6,DONE,2809.856868505478,0 51 337 452 347 432 320 454 454 290,2909.8270814418793,0.9436387017402991,high,0.5607861518731746,1.0364947765672352,29,0.7470662020219297,0.18510714285714283,0.2568676051067708,0.11835518805083585
0.9206882792772679,low,0.6829588080720249,2.8791792217177643,98,0.8812720196762437,0.0,7,DONE,2910.0034976005554,426 173 424 182 244 370 396 453 389 126,3744.5019192695618,0.8598823345695684,low,0.0925551271811851,1.1869963029482917,100,0.7786496364359786,0.1907916666666667,0.2573968644590166,0.12209788735773534
0.9626498601376041,high,0.8490873565673368,0.5772349412759948,60,0.3806839864900719,0.0,8,DONE,3744.674109697342,176 480 395 109 289 478 132 70 229 70,4572.330636978149,0.8918759525094843,high,1.1859740574494255,1.6403692966690155,62,0.771951110035314,0.18265,0.2423297225774099,0.14078452704596314
0.04302522202131755,low,1.6028525032721634,1.4673392869136113,82,0.6088424335651704,0.0,9,DONE,4572.505836963654,57 485 224 457 197 16 405 222 436 361,4675.655490875244,0.8376001429705349,low,1.153525262646034,2.407452903720894,92,0.7273163695590447,0.17442380952380962,0.24403115623915628,0.13279194585649268
