p:min_p,p:reasoning_effort,p:repeat_penalty,p:temperature,p:top_k,p:top_p,objective,job_id,job_status,m:timestamp_submit,m:task_id,m:timestamp_gather,sol.p:min_p,sol.p:reasoning_effort,sol.p:repeat_penalty,sol.p:temperature,sol.p:top_k,sol.p:top_p,sol.objective,sol.objective_std_al,sol.objective_std_ep
0.6590449969323814,low,1.4049894170769472,2.2979987838517815,16,0.1209476809853326,0.0,0,DONE,0.3041062355041504,102,27.757697582244873,0.5870511945129204,low,0.716924880529389,0.4910386371959137,27,0.2620206952300013,0.0,0.0,0.0
0.8967777750360094,low,1.1559200324430474,2.0458714028914478,46,0.05143662052261086,0.0,2,DONE,0.3041648864746094,276,36.987117767333984,0.909388947058815,low,0.09149670189321159,4.772143229322023,17,0.14190082477452928,0.0,0.0,0.0
0.7117893012905215,medium,1.4445076703510815,4.90343364959433,73,0.5256933522266338,0.0,1,DONE,0.30414748191833496,324,38.78883647918701,0.1973504515535786,medium,1.9486729236497722,4.082980806583292,24,0.43197026686082984,0.0,0.0,0.0
0.505873158323859,low,0.965019233390028,1.4679002335534759,53,0.02722970774840241,0.0,4,DONE,37.15643763542175,189,58.330472469329834,0.7493764326623955,medium,1.8338677242919148,3.655477342137331,27,0.13479003212201562,0.0,0.0,0.0
0.21421488043860404,medium,0.915769756156323,3.91782841725945,84,0.42214395445050695,0.0,3,DONE,27.960217475891113,459,63.01623296737671,0.3159514740391299,medium,0.904628797575026,1.0579081075071735,5,0.3076467733966503,0.0,0.0,0.0
0.4865912530517528,medium,1.8407180363285023,2.9160345289524137,30,0.14066078300131427,0.0,5,DONE,38.964173316955566,135,92.6234962940216,0.728720301423141,high,0.9309869651113758,0.3839415537540037,5,0.9188973531329745,0.0,0.0,0.0
0.06390697699554443,low,1.6604955029803707,2.139405356958512,32,0.6080715659569722,0.0,8,DONE,92.79867768287659,176,144.06188440322876,0.5976344317333087,high,1.324447462135864,0.0024687291305980357,41,0.3061563180503013,0.0,0.0,0.0
0.1759393163734584,low,0.8055776809149173,0.9848058481940101,90,0.49828876882677614,0.0,7,DONE,63.193631410598755,426,179.47942686080933,0.8377820270074927,medium,1.3163323625557048,2.682716268914342,44,0.6462205293783715,0.0,0.0,0.0
0.15711726185369887,high,0.1687514564731577,3.557462253492491,5,0.9690693653061078,0.0,6,DONE,58.507662773132324,0,186.88474535942078,0.9046132976117903,low,1.292983029875106,2.4117863258337637,54,0.9479012016647653,0.0,0.0,0.0
0.4371699052241611,low,1.9533128614942652,0.5355720071000087,70,0.2375402214249764,0.0,11,DONE,187.0674500465393,25,200.99970984458923,0.23395831540374964,low,1.816646631514575,2.219945643504466,13,0.11585341819692134,0.0,0.0,0.0
0.04091628703524968,high,0.4126742508905736,0.5906296345088331,95,0.47592245936381755,0.0,9,DONE,144.23400282859802,57,241.19178986549377,0.05028042193670913,medium,1.9016544242606153,1.4514269933118797,33,0.3246723251530761,0.0,0.0,0.0
0.8091434512975463,high,1.0149282869758272,1.2328802643333967,87,0.1753020869977113,0.0,12,DONE,201.17151069641113,111,241.62273812294006,0.43190262889288283,medium,1.7285549010594015,4.504385085352447,14,0.851311797491929,0.0,0.0,0.0
0.602846359872307,low,1.5839122078516248,1.657830997439003,74,0.9297867195965545,0.0,14,DONE,241.7823507785797,341,260.5403161048889,0.8225581579910771,medium,0.790746947179173,2.566438725720933,69,0.10738432291207231,0.0,0.0,0.0
0.537771441578506,medium,0.5813396653476918,3.465744561809963,87,0.8121829889535895,0.0,10,DONE,179.648766040802,156,368.00560903549194,0.30001633860846944,medium,1.6113632280188421,1.5203115432105354,77,0.5358064856927133,0.0,0.0,0.0
0.3173949779053978,medium,0.32640659458495686,2.5601364729749605,19,0.4294148970490859,0.0,13,DONE,241.40270590782166,461,384.0567421913147,0.4808284607804644,low,0.9241178914303803,0.35448127859118445,31,0.5504725439459669,0.0,0.0,0.0
0.08997935711211939,medium,1.9673218424010814,0.2506741126358928,62,0.48575369648123,0.0,15,DONE,260.7371346950531,463,394.75725960731506,0.9318628676680898,medium,0.14015417924032517,3.9982395936376647,41,0.4228063672408695,0.0,0.0,0.0
0.33333480610151656,low,0.842630147181273,1.3719192457034337,78,0.2881666693644744,1.0,17,DONE,384.2376527786255,177,410.7202036380768,0.7330043609560442,medium,1.8900506185891441,3.7508856853968937,19,0.9294913709377265,0.005098039215686274,0.06062597974015806,0.03737030629239669
0.14536796513655523,high,1.79980767065233,4.758319344296376,93,0.7979444347773204,0.0,18,DONE,394.9238703250885,205,600.3982548713684,0.5997105986118778,high,1.801391210178099,3.655064876175035,37,0.8233520616216775,0.003333333333333333,0.05270462766947299,0.02333333333333333
0.6750493243227826,low,1.9144130054210386,4.60800109318141,27,0.5692803592039973,0.0,20,DONE,600.5824110507965,18,621.322860956192,0.6314596260446157,high,1.9847909611207637,4.352410827050175,20,0.6754075747606405,0.0032456140350877196,0.052139512637591506,0.02272776378215411
0.8468740254861334,medium,0.632268559269294,4.496777510499146,65,0.08506021879464429,0.0,16,DONE,368.1744408607483,291,633.7982940673828,0.5732436740449273,medium,1.3622837959811258,4.168487958511351,6,0.8866805019860773,0.004,0.05612486080160912,0.0288790581563873
0.7291775368751225,high,0.2080406844286099,0.13954521022277624,61,0.2590471251758171,0.0,19,DONE,410.9061441421509,99,646.2657327651978,0.6364745993443802,high,1.5389907704086925,3.634538807011889,42,0.7985704046448361,0.0,0.0,0.0
0.3585669672737175,medium,1.8244862989771717,1.2882412595349,4,0.8606617812291706,0.0,21,DONE,621.5075461864471,44,664.8121638298035,0.6415501163774959,high,1.9419569784539696,2.913983709111272,29,0.8212630762552693,0.0,0.0,0.0
0.5282098454446534,high,1.3742126715552823,0.6445606598901942,47,0.3841500399444189,0.0,23,DONE,646.4593985080719,302,692.2354874610901,0.8056338857554688,high,1.8241120889444253,4.998874869212873,33,0.6206718625850053,0.0,0.0,0.0
0.4671834698167613,high,0.3771260705014875,2.6218612807973862,65,0.2864871978964641,0.0,22,DONE,633.9699423313141,452,739.0506584644318,0.7899918716437927,high,1.763927505420148,2.5540807733725552,52,0.9152959464053614,0.0,0.0,0.0
0.9408447664801133,medium,1.2479690252898947,1.8205565818475544,75,0.7018388084401579,0.0,24,DONE,665.031054019928,20,742.0883905887604,0.834106199283795,high,1.4161497149153364,3.8843361679712918,2,0.7921112894555788,0.0,0.0,0.0
0.38682490598631053,low,0.43408953860044736,2.5037045647625904,98,0.5478776602068876,0.0,27,DONE,742.2707397937775,54,840.6719732284546,0.7498264748327675,high,0.12890702718796357,4.440076245420998,2,0.651092219390856,0.003666666666666667,0.05467073155618908,0.02577466456296441
0.055554694829809605,medium,1.8131494582855368,2.210956606577894,13,0.9536957020483471,0.0,26,DONE,739.2284498214722,319,849.1104655265808,0.8340829424523164,high,0.4713410255720133,4.166071529393526,30,0.4985580720370195,0.003666666666666667,0.05467073155618908,0.02577466456296441
0.6286976112873077,medium,0.4411148530674052,0.3554886563726534,16,0.3111495232223209,0.0,25,DONE,692.424497127533,323,853.1861605644226,0.8412241046488746,low,1.601047373873597,4.774041294259317,14,0.7826067056802238,0.0,0.0,0.0
0.787509424021771,low,0.925280020224119,0.4638436658744237,24,0.3268046320588455,0.0,29,DONE,849.3290328979492,107,898.4571659564972,0.7621346491940608,medium,0.4550532538666473,3.0822966722069975,12,0.6899200145531571,0.0,0.0,0.0
0.07829661670889687,low,1.7558837295432248,0.2377636968145516,70,0.9987867623337017,0.0,30,DONE,853.3706464767456,472,901.9080407619476,0.9777720126442249,high,1.6807818111058106,4.165495502193427,40,0.5426831392998693,0.0,0.0,0.0
0.745997444164553,low,1.2098643901421744,3.7120866924849736,72,0.5628378707844999,0.0,28,DONE,840.8979420661926,334,912.2567644119263,0.5925597504153912,high,1.7092457322910015,3.5455501766032222,33,0.9713758554713556,0.0,0.0,0.0
0.2502262344795583,low,0.9563824916875245,3.8662312290293075,21,0.47014477946481065,0.0,31,DONE,898.6420822143555,406,919.0225956439972,0.5593830015476461,medium,0.2381868368417815,3.815133858193086,19,0.5180062906932886,0.0,0.0,0.0
0.8574219790826253,high,1.1836443518949782,0.6535967102592749,7,0.7419518475249249,0.0,33,DONE,912.4507727622986,248,1006.5658957958221,0.9566576635402455,high,1.394107330682348,0.09834115334259265,11,0.5355368820394137,0.0,0.0,0.0
