p:min_p,p:reasoning_effort,p:repeat_penalty,p:temperature,p:top_k,p:top_p,objective,job_id,job_status,m:timestamp_submit,m:task_id,m:timestamp_gather,sol.p:min_p,sol.p:reasoning_effort,sol.p:repeat_penalty,sol.p:temperature,sol.p:top_k,sol.p:top_p,sol.objective,sol.objective_std_al,sol.objective_std_ep
0.3314741362617239,low,0.5099746609118698,4.138965209686393,98,0.28210386464304404,0.0,1,DONE,0.30399370193481445,324,574.2585258483887,0.9616999184629357,medium,0.36427467613204173,3.102599927608256,50,0.9398251121476429,0.0,0.0,0.0
0.5157532622610453,low,0.6687903783426189,0.3825252907350907,58,0.8063792669603026,0.0,0,DONE,0.303922176361084,102,574.4788398742676,0.46820673632467985,high,0.3347674990188632,4.521378026301419,3,0.32307752195991574,0.0,0.0,0.0
0.6061876856554431,low,0.2320116483248393,4.196264906929587,41,0.1864043573921774,0.0,2,DONE,0.30401110649108887,276,574.480357170105,0.46820673632467985,high,0.3347674990188632,4.521378026301419,3,0.32307752195991574,0.0,0.0,0.0
0.29718522709065537,low,0.06943102680133606,2.79644776692144,31,0.8915815185977324,0.0,5,DONE,574.7116460800171,135,1490.4432635307312,0.8554542943789535,high,0.14145995130998504,2.3813203484006173,38,0.5080182744620303,0.0,0.0,0.0
0.3684190521201048,high,0.4946958869169845,2.7412206268373787,33,0.3397946953656464,0.0,4,DONE,574.7116138935089,189,1490.6089925765991,0.5655356402421945,medium,1.6491326103828479,3.0253550870876045,32,0.7631083319184626,0.0,0.0,0.0
0.23105560640203648,high,0.6089143762995566,4.0401275788524185,67,0.7334880838045987,0.0,3,DONE,574.478259563446,459,1490.7843794822693,0.11827452692465217,medium,0.9895706417431824,1.1376884373857228,50,0.045314084465657316,0.0,0.0,0.0
0.8172691371441707,low,0.039899485822267516,3.3713819189548366,51,0.9093710740528144,0.0,7,DONE,1490.7837398052216,426,1950.246921300888,0.4089072248935685,medium,1.741503414309796,2.3286139157688637,25,0.10696649007892282,0.0,0.0,0.0
0.8643215680487515,medium,0.29054898124772816,2.091286913206367,94,0.37284515376241806,0.0,8,DONE,1490.9585621356964,176,2937.6877748966217,0.19928970622598244,high,1.2741705054441514,3.707705003318784,87,0.10468897164714994,0.0,0.0,0.0
0.79744831899246,medium,0.8758062941923291,3.906002521287385,7,0.4417460711689963,0.0,6,DONE,1490.6086053848267,0,2937.8978872299194,0.043673116029858454,medium,0.6448470924378703,3.041292786914678,70,0.065083230564023,0.0,0.0,0.0
0.3881184283779189,high,0.2542477712901179,1.2121257531017517,47,0.7697626713620426,0.0,9,DONE,1950.4348917007446,57,3333.090976715088,0.7491762005369504,high,1.851031835833373,0.6574312047559645,49,0.8103525499731741,0.0,0.0,0.0
0.3842181795364972,medium,0.9110508022145444,2.220698109995923,60,0.42058820212926246,0.0,11,DONE,2938.0887298583984,25,3870.048712491989,0.06089890589495462,low,1.6047237605625342,1.0982235352238114,39,0.28370620362305643,0.0,0.0,0.0
0.08115319281368345,high,1.7319280869746196,3.250313993041274,57,0.5775937672188781,0.0,10,DONE,2937.8973689079285,156,3898.8436319828033,0.6795336514090164,medium,0.6605751030464927,0.06774897887180888,90,0.25290217507057033,0.0,0.0,0.0
0.6477383574571033,low,1.6232480123348003,0.42622577195974476,71,0.9641563796980276,0.0,13,DONE,3870.2233107089996,461,3899.788423538208,0.9013195695749853,low,1.4515754988669038,3.7997539584996733,88,0.9457082617420609,0.0,0.0,0.0
0.5304689452195531,low,1.0282723817333823,4.601498887610825,70,0.31152306536672,0.0,12,DONE,3333.268188238144,111,3908.4023456573486,0.8775695227884275,high,1.9301338233559904,2.477091797962477,48,0.4724611839653594,0.0,0.0,0.0
0.9996923224574785,low,0.6266110471267571,2.9797970129382856,1,0.10918083290171757,0.0,15,DONE,3899.9585585594177,463,4204.1179802417755,0.38698444790852365,high,0.463435314589841,4.570838710470421,53,0.049888598833143075,0.0,0.0,0.0
0.24804660885224775,low,1.5231973972793649,0.008816040695345652,28,0.8335826267666563,0.0,17,DONE,4204.286809682846,177,4220.559257984161,0.9448127942225595,high,1.1078045049124225,0.6734622845043504,48,0.3457709454983151,0.0,0.0,0.0
0.715540397904328,low,1.948055352643333,4.564554317667325,45,0.9564312395585002,0.0,14,DONE,3899.015280485153,341,4221.254067182541,0.6132337163620026,high,1.3514614740585205,0.17333959934304258,2,0.08866072523543547,0.0,0.0,0.0
0.8957428521840689,low,0.20102648272364868,2.5575272024108915,63,0.32060581095686147,0.0,16,DONE,3908.579755306244,291,4957.564725637436,0.8577131465092704,high,1.304776130930036,0.4837979930070958,6,0.47430658030766976,0.0,0.0,0.0
0.7706301864443111,high,0.8038327443673529,3.862462473269151,76,0.365179102850676,0.0,19,DONE,4221.423335790634,99,5681.289401769638,0.9436723244274635,low,0.799575655809375,0.2491184219266474,53,0.02842592157295705,0.0,0.0,0.0
0.882850569442395,medium,1.8591304859017126,1.9436859486650693,23,0.21085350514624498,0.0,18,DONE,4220.732312440872,205,5681.464269161224,0.36806718295044055,high,0.4836962991646364,3.718575812518853,66,0.16083001802518723,0.0,0.0,0.0
0.24091808891976982,low,1.828770145562888,1.7994594969003694,30,0.23804717349578125,0.0,20,DONE,4957.73920249939,18,5686.093789815903,0.6681491801774544,low,1.8218628389062286,0.6471466998401227,68,0.7308442131982923,0.0,0.0,0.0
0.33778846531043594,high,1.4339694854195033,1.4512544374098382,83,0.395980040043847,0.0,2,DONE,0.2991752624511719,276,69.19662737846375,0.3949386845830063,high,1.244633169490754,0.3741728135441125,40,0.05146546200417409,0.0,0.0,0.0
0.1290902932611071,medium,1.9669358035547966,0.5170203259227045,41,0.23988607589319252,1.0,1,DONE,0.29915809631347656,324,85.54063630104065,0.48379799864090944,medium,1.382086016810164,4.006091798081114,76,0.6215191590551384,0.53,0.3391164991562634,0.366196668472011
0.8854598364265619,low,1.060298668884588,4.581158908387628,45,0.8776493959474103,0.0,0,DONE,0.29912352561950684,102,88.19240140914917,0.4445668323179584,high,1.142920848127971,4.070196072243422,54,0.6310666412833583,0.3733333333333333,0.4082482904638627,0.25940101944458255
0.7595457929659784,low,0.5315478467069721,4.707462453824888,73,0.33834731614253744,0.0,0,DONE,0.3124728202819824,102,301.3516285419464,0.011747482461886227,medium,1.6379587313926958,2.382236839931796,44,0.08853499820144076,0.0,0.0,0.0
