p:min_p,p:reasoning_effort,p:repeat_penalty,p:temperature,p:top_k,p:top_p,objective,job_id,job_status,m:timestamp_submit,m:task_id,m:timestamp_gather,sol.p:min_p,sol.p:reasoning_effort,sol.p:repeat_penalty,sol.p:temperature,sol.p:top_k,sol.p:top_p,sol.objective,sol.objective_std_al,sol.objective_std_ep
0.7842960246715035,high,1.248654166002415,2.1497804646206458,46,0.5062301450282916,1.0,1,DONE,0.31771016120910645,324,34.718952655792236,0.34032033492539504,medium,1.5719307986135738,0.9224809076047992,46,0.6382881636020002,1.0,0.0,0.0
0.7384456950407249,low,1.3710621846746303,0.6826682897632927,51,0.9321144249320052,0.0,2,DONE,34.936304330825806,276,80.10489130020142,0.8703518729647644,low,1.1500884515502774,4.001128762332929,43,0.10525427398096306,0.55,0.3807886552931954,0.3201562118716424
0.3269460966100492,medium,0.8253770152576023,2.577543703747086,30,0.3060737899309706,0.0,3,DONE,80.27363967895508,459,378.3522264957428,0.029153612075498353,high,1.2381609888394018,1.1410762591524128,60,0.8246344395315346,0.3133333333333332,0.3858612300930072,0.25742312768410425
0.8122322931116019,low,0.45068186865170073,1.1447975715573395,10,0.2010976626512712,0.0,4,DONE,378.52425956726074,189,477.8147177696228,0.7005135702527253,low,0.975933019304992,0.5916697661690796,72,0.8525726802447031,0.24,0.37749172176353746,0.1997498435543818
0.17043867213153005,high,1.603268129844099,0.07220863742967537,83,0.9590083791992858,0.0,0,DONE,0.317669153213501,102,581.3363013267517,0.9296766064237211,medium,1.9822571945777443,0.27220229497914533,84,0.7836574842617798,0.20399999999999982,0.36000000000000015,0.1810635247641007
0.4527260479567187,high,0.12249087929688987,4.569059930450362,18,0.6518051552770244,0.0,5,DONE,477.98423743247986,135,678.1001167297363,0.9652168645104089,high,1.9511950503085989,2.396543502670898,5,0.25082175813594887,0.17333333333333326,0.34880749227427255,0.14704496666741843
0.8425090198389245,medium,1.9085036888662708,3.7892794860533874,11,0.42453805801549455,0.0,6,DONE,581.5162811279297,0,686.3274428844452,0.4780633118660748,high,1.1502706249245764,2.5384019680418857,66,0.4960164052188466,0.16154761904761905,0.3392397629701526,0.14271078812626256
0.2905467700040546,low,0.09351565725595794,0.3771179844510143,61,0.2870281179602622,0.0,7,DONE,678.2694084644318,426,777.5242841243744,0.8399212145897259,high,1.2545187782878946,4.931340377560362,40,0.5185500116522582,0.1690833333333333,0.3469560090591057,0.14182978354351392
0.36381394808234174,medium,0.3326933566507761,3.3905295472380352,81,0.015725531537435763,0.0,8,DONE,686.5002403259277,176,782.621502161026,0.13320060227954367,low,0.27161028214837285,0.9230204875330779,15,0.9026156732878425,0.05872222222222222,0.20805017794563377,0.10949450349810395
0.9088721808676062,medium,1.8754915488678672,0.2581933786327658,92,0.6190919288681255,0.0,10,DONE,782.8081181049347,156,826.4540836811066,0.25202362516743737,medium,0.26190123791395253,0.7075056130457192,15,0.15694807438692454,0.03092857142857143,0.1476465028231904,0.09040190873007503
